text	gloss
like when i am sitting on top of my tree house i think very deep thoughts and feel good .	LIKE WHEN PT_PRO1 SIT TOP PT_POSS1 TREE-HOUSE PT_PRO1 THINK DEEP THOUGHT FEEL GOOD
i will grab a recipe and a few ingredients .	PT_PRO1 RECIPE GRAB FEW INGREDIENT
have a look at this .	LOOK PT_DEM3
the cake is all iced and now you have found my ring .	CAKE ICE FINISH PT_PRO2 FIND RING PT_POSS1
do not worry i have got plenty in my tree i will bring them out .	DO-NOT WORRY PT_PRO1 HAVE PLENTY TREE PT_PRO1 BRING-OUT
bye amanda .	BYE NS_AMANDA
well i am this tall now .	NOW PT_PRO1 TALL DS(FLAT)
you have to close your eyes .	PT_PRO2 CLOSE EYE PT_POSS2
if you did get too tall how would you get through the door .	PT_PRO2 TALL TOO DOOR PASS-THROUGH HOW
he has got his cricket bat but he is got my cushions out here too .	PT_PRO3 HAVE CRICKET-BAT BUT PT_PRO3 HAVE PT_POSS1 CUSHION OUT HERE ALSO
the doctor then looked at the xray and said luckily it is not broken it is just hurt .	DOCTOR XRAY LOOK SAY LUCKY BREAK-NOT HURT
that is amazing .	AMAZING
right now we need the scissors and we are going to cut it .	NOW NEED SCISSORS CUT
some honey and jam .	HONEY JAM
you know i love to climb .	PT_PRO1 LOVE CLIMB
now that one it is big .	NOW PT_DEM3 BIG
ok well can you help me peel the zucchini then please .	OK WELL PT_PRO2 HELP-ME PEEL ZUCCHINI PLEASE
just around the stem not too much careful .	AROUND STEM NOT MUCH CAREFUL
bye bye .	BYE BYE
look at all that detail .	LOOK DETAIL MANY
in a mirror you can look at yourself and brush your hair .	MIRROR LOC YOURSELF LOOK PT_REFL2 HAIR BRUSH
can you make some more cards please .	CARD MORE MAKE PLEASE
good .	GOOD
hello sally .	HELLO NS_SALLY
how did you know that .	KNOW-HOW YOU
now the birds can eat from it too .	NOW BIRD CAN EAT FROM PT_DEM3
it does not have any wings but it still stays up in the air .	WING-NOT STAY UP AIR
can i have a look at your boot please possum .	PT_PRO1 LOOK PT_POSS2 BOOT PLEASE NS_POSSUM
so they have given me a special boot to wear .	BOOT SPECIAL GIVE PT_PRO1 WEAR
yes sally i really enjoyed our bush walk today .	YES NS_SALLY PT_PRO1 REALLY ENJOY OUR BUSH-WALK TODAY
much better now .	BETTER NOW
it is raining a lot .	RAIN LOT
for that .	FOR PT_DEM3
yes .	YES
but how can we make it move .	BUT HOW PT_PRO1PL MAKE MOVE
great .	GREAT
the farmer after he has shown all the sheep the wool can sometimes be knotted .	FARMER SHEEP SHOW-FINISH WOOL KNOT SOMETIMES
have fun though .	FUN HAVE
what should we do now .	NOW WHAT DO.
i am sally .	PT_PRO1 NS_SALLY
let us start at the top and just glue the leaves on .	START TOP GLUE LEAF
hello .	HELLO
great .	GREAT
i really enjoyed myself i had so much fun .	PT_PRO1 REALLY ENJOY PT_REFL1 PT_PRO1 HAVE MUCH FUN
the other telescope was much better .	TELESCOPE OTHER GOOD MUCH
do you want to try it .	PT_PRO2 WANT TRY PT_DEM3
that looked great .	PT_DEM3 GOOD LOOK
you see all those lines .	PT_PRO2 SEE ALL THOSE LINE
yes there is lots in there .	YES MANY THERE
what if i get it wrong and they laugh at me .	PT_PRO1 GET WRONG THEY LAUGH PT_PRO1 WHAT-IF
that is wonderful .	WONDERFUL
let us have something to eat .	HAVE EAT SOMETHING
it soaked up all the water from your fur and that is why the towel is now wet .	TOWEL SOAK-UP WATER ALL FROM FUR PT_POSS2 REASON TOWEL NOW WET
they made some lovely models .	PT_PRO3PL MAKE MODEL LOVELY
bubbles can be fun too .	BUBBLE FUN ALSO
i am going to point and you will have to do the action .	POINT PT_PRO1 PT_PRO2 DO ACTION
yeah i will show you .	YES PT_PRO1 WILL SHOW PT_PRO2
no .	NO
that is right i did too .	PT_DEM3 RIGHT PT_PRO1 DO-FINISH
we are going to go do plenty of fun things today .	PT_PRO1PL GO DO MANY FUN THING TODAY
there will be no rubbish to throw away .	RUBBISH NOTHING THROW-AWAY WILL
why do not you two play with the ball out here in the yard and i will go inside and make us some food ok .	WHY PT_PRO2PL PLAY BALL OUTSIDE YARD PT_PRO1 INSIDE MAKE FOOD AGREE
i have this feeling inside .	PT_PRO1 HAVE FEELING INSIDE
skip can you come .	NS_SKIP PT_PRO2 COME
but where is possum .	WHERE POSSUM
that is great thank you right .	PT_DEM3 GREAT THANK PT_PRO2 RIGHT
the way he painted that possum was brilliant .	POSSUM PAINT PT_PRO3 BRILLIANT
i think the pipe might be dirty or blocked .	PIPE DIRTY MAYBE BLOCK MAYBE PT_PRO1 THINK
i know feel .	PT_PRO1 KNOW FEEL
all you need to do is make a loop .	LOOP MAKE NEED
i really like that .	PT_DEM3 LIKE REALLY
well i am going into the garden to get some vegetables for tonights dinner .	WELL PT_PRO1 GO GARDEN GET VEGETABLE DINNER TONIGHT
can you go get the easel .	PT_PRO2 GET EASEL
yes that is right a quarter .	YES RIGHT QUARTER
this row can be for possum .	ROW PT_DEM3 POSSUM
making a paper plane uses the same principle .	PAPER PLANE MAKE USE SAME PRINCIPLE
hello .	HELLO
it is a bit different you can see it .	DIFFERENT LITTLE PT_PRO2 CAN SEE
sally i am all wet .	NS_SALLY PT_PRO1 SOAKING-WET
i need that wood for my next job .	PT_PRO1 NEED WOOD PT_POSS1 NEXT JOB
it is such lovely painting .	PAINTING LOVELY VERY
look possum is painting .	LOOK POSSUM PAINT
look at all the bees looks good .	LOOK BEE MANY GOOD
we do not tell her where we have hidden them .	PT_PRO1PL NOT-TELL PT_PRO3 WHERE PT_PRO1PL HIDE-NOT THING
there are some instructions here .	SOME INSTRUCTION HERE EXIST
it is beautiful is not it .	BEAUTIFUL TRUE NOT-QUESTION
we are going to have some wraps for lunch today with some lovely salad in there .	TODAY LUNCH WRAP SALAD LOVELY HAVE
sally can i eat them now .	NS_SALLY PT_PRO2 ALLOW PT_PRO1 EAT NOW
you would be the biggest butterfly in the world .	PT_PRO2 BUTTERFLY BIGGEST WORLD
we will use the green wool next .	GREEN WOOL NEXT USE
i learn so much here .	PT_PRO1 LEARN MUCH HERE
it looks like those children had a wonderful day at school .	CHILD MANY SCHOOL DAY WONDERFUL SEEM
great now there is another word i would like you to look at .	GREAT NOW THERE ANOTHER WORD PT_PRO1 WANT PT_PRO2 LOOK
i thought it was there so i could draw it onto the map but now it has gone .	PT_PRO1 THINK THERE CAN DRAW MAP BUT NOW GONE
that is okay .	PT_DEM3 OKAY
i am sure you all know where the muddy footprints come from .	PT_PRO1 SURE PT_PRO3PL KNOW WHERE MUDDY FOOTPRINT-PL COME-FROM
perhaps sally you could help him .	MAYBE NS_SALLY PT_PRO2 HELP PT_PRO3
lunch boxes .	LUNCH BOX
i am sally .	PT_PRO1 NS_SALLY
now for my final performance i am going to climb to the very top of my tree .	NOW FINAL PERFORM PT_PRO1 CLIMB TREE TOP
great .	GOOD
i am possum .	PT_PRO1 POSSUM
sally you are so very clever to work out the code and work out where to go .	NS_SALLY PT_PRO2 CLEVER WORK-OUT CODE WORK-OUT WHERE GO
nope .	NO
that is soft .	PT_DEM3 SOFT
i am possum .	PT_PRO1 NS_POSSUM
but how does it start .	HOW START
yes that is right .	YES RIGHT
so sally what is next .	SO NS_SALLY WHAT NEXT
one .	ONE
sally i want to learn so much more about space .	NS_SALLY PT_PRO1 WANT LEARN MUCH SPACE ABOUT
some clocks have a second hand and some do not .	CLOCK SOME HAVE HAND SECOND AND CLOCK SOME HAVE-NOT
there are two cogs at right angles to it .	TWO COG RIGHT-ANGLE PT_DEM3
seeing the washing has given me an idea .	SEE WASH GIVE PT_PRO1 IDEA
no you are not a bad possum .	NOT PT_PRO2 BAD POSSUM.
thanks for watching .	THANK-YOU WATCH
this is great .	GREAT
hi .	HI
well remember the wheelbarrow .	WHEELBARROW REMEMBER
hi possum .	HELLO POSSUM
jay let us watch .	NS_JAY WATCH PT_PRO1PL
thank you .	THANK YOU
have a look at my small bubbles .	SMALL BUBBLE PT_POSS1 LOOK
who is it .	WHO PT_DEM3
now that is given me an idea .	NOW PT_DEM3 GIVE PT_PRO1 IDEA
i do not know .	PT_PRO1 KNOW-NOT
great now can you please stir it all together using that spoon .	GREAT NOW CAN PT_PRO2 PLEASE STIR ALL TOGETHER USING SPOON PT_DEM3
i am possum .	PT_PRO1 NS_POSSUM
look .	LOOK
i am possum .	PT_PRO1 NS_POSSUM
yes of course i am your friend .	YES COURSE PT_PRO1 FRIEND PT_POSS2
before i got too excited and rushed and it did not look right .	BEFORE EXCITED RUSH LOOK-NOT RIGHT
thank you amanda for bringing that big box of costumes for us to dress up in .	THANK-YOU NS_AMANDA BRING BOX COSTUME BIG PT_PRO1 DRESS-UP
no possum your bed is far too big .	NO PT_PRO2 BED FAR BIG
hang on .	WAIT
better watch .	BETTER WATCH
this just explains what we need to do .	PT_DEM3 EXPLAIN ONLY WHAT PT_PRO1PL NEED DO
but soccer is so much fun .	BUT SOCCER FUN MUCH
bye bye .	BYE BYE
well that does not matter .	WELL NOT-MATTER
it is just like amandas saw .	LIKE NS_AMANDA SAW
good job .	GOOD-JOB
that was great .	GREAT THAT
this one time when i was with my family we looked out the window and we saw a possum .	TIME ONE PAST PT_PRO1 FAMILY WITH WINDOW LOOK-OUT PT_PRO1PL POSSUM SEE
but milk starts at the farm .	MILK START FARM
yes it did .	YES TRUE
that means there are no cages for those chickens and hens .	PT_DEM3 MEAN HAVE-NOT CAGE PT_DEM3 CHICKEN HEN
i am possum .	PT_PRO1 NS_POSSUM
no i am nice and dry .	NO PT_PRO1 DRY NICE
what is next .	NEXT WHAT
if we fold it into the right shape we can make it fly .	FOLD RIGHT SHAPE FLY MAKE CAN
in your tree do you have a cardboard box .	PT_POSS2 TREE HAVE CARDBOARD BOX PT_PRO2
this is tricky .	TRICKY
now we just need to put it in the pizza oven and let it cook .	NOW PT_PRO1PL JUST PUT PIZZA OVEN PUT COOK
why do not we watch some children learning about the weather and the wind .	WHY NOT WATCH CHILDREN LEARN WEATHER WIND
alright possum .	ALRIGHT POSSUM
the crocodile is rough .	CROCODILE ROUGH
with our own shapes on them .	PT_POSS1 SHAPE ON-IT
three quarters of a cup of walnuts .	THREE QUARTER CUP WALNUT
it is not sticky anymore it is nice and dry and when it is painted it will look beautiful .	STICKY-NOT FINISH PT_DEM3 NICE DRY PAINT LOOK BEAUTIFUL
well our time is up .	TIME FINISH
now i am not going to use this end but this end see .	NOW PT_PRO1 NOT USE PT_DEM3 END BUT PT_DEM3 END SEE
the shop is just around the corner so i do not drive there because that would be a waste of petrol .	SHOP NEAR CORNER LOCATION PT_LOC PT_PRO1 DRIVE-NOT REASON PETROL WASTE
i have picked three categories to begin with .	CATEGORY THREE PICK PT_POSS1 START
okay .	OKAY
would you like to ice the cake .	PT_PRO2 WANT ICE CAKE
we need two of them .	NEED TWO
yes .	YES
i want that .	PT_PRO1 WANT PT_DEM3
bye .	BYE
let us try with my left foot .	PT_POSS1 FOOT-LEFT TRY
it seems a bit cheeky not very polite .	SEEM BIT CHEEKY POLITE-NOT VERY
what do you think .	THINK PT_PRO2 WHAT
it is good for the earth when there is no rubbish .	GOOD EARTH WHEN NOT RUBBISH
yes seven oclock .	YES SEVEN O'CLOCK#7
shall we .	WILL-NOT-WE QUESTION
sally come here .	NS_SALLY COME HERE
hello .	HELLO
we need water .	NEED WATER
it is such a beautiful day that i decided that i would like to go for a walk .	TODAY WEATHER BEAUTIFUL DAY PT_PRO1 DECIDE PT_PRO1 WANT WALK GO
now the rectangle .	NOW RECTANGLE
i can remember working on the ship during a terrible storm .	PT_PRO1 CAN REMEMBER WORK SHIP STORM TERRIBLE
i am going to give it to them now .	PT_PRO1 GIVE PT_PRO3PL NOW
i am going to give it to them .	PT_PRO1 WILL GIVE PT_PRO3PL
i really enjoy watching artists drawing or painting their pictures .	ENJOY WATCH ARTIST DRAW PAINT PT_POSS3 PICTURE
hi amanda .	HI NS_AMANDA
great now we need to add the wheat germ .	GREAT NOW WHEAT-GERM ADD NEED
come on let us watch .	COME-ON LET PT_PRO1PL WATCH
those children learned so much about shadows and silhouettes .	CHILD-PL LEARN MANY SHADOW AND SILHOUETTE
i am here possum is here sally .	PT_PRO1 HERE POSSUM HERE NS_SALLY
yes it says free range .	YES PT_DEM3 SAY FREE-RANGE
that you love .	PT_POSS2 LOVE
yes we can do some salami possum .	YES DO SALAMI POSSUM
before we planted some seeds and now we can eat them .	BEFORE SEED PLANT, NOW EAT CAN
it was so fast .	FAST VERY
i will water the rest of the garden .	PT_PRO1 WILL-WATER REST GARDEN
it does not work properly .	WORK-NOT PROPER
no i will show you you copy me ok .	NO PT_PRO1 SHOW PT_PRO2 PT_PRO2 COPY PT_PRO1 OK
hey sally this is a one person tent .	HEY NS_SALLY PT_DEM3 ONE PERSON TENT
i knew you would be happy amanda .	PT_PRO1 KNOW PT_PRO2 WILL HAPPY NS_AMANDA
skip can i count something in here .	SKIP PT_PRO1 COUNT SOMETHING IN-HERE CAN
possum what are you doing .	NS_POSSUM WHAT PT_PRO2 DO
tools that will turn or rotate things .	TOOL TURN ROTATE THING
i have gone tomatolettuce tomatolettuce tomatolettuce see .	PT_PRO1 GO TOMATO LETTUCE TOMATO LETTUCE TOMATO LETTUCE SEE
come this way over here over here .	COME PT_LOC PT_LOC PT_LOC
we need to put all these things away first .	THING ALL PUT-AWAY FIRST NEED
possum anyway never mind right .	POSSUM ANYWAY NEVER-MIND RIGHT
now do you remember where it goes .	NOW REMEMBER WHERE GO
did you know you can make different shades of green too .	PT_PRO2 KNOW CAN MAKE DIFFERENT SHADE GREEN
can you please grate the cheese .	PT_PRO2 PLEASE GRATE CHEESE
now possum what we need to do is make the coils that are long rolls about that size .	NOW NS_POSSUM WHAT PT_PRO1PL NEED DO MAKE COIL LONG ROLL SIZE PT_DEM3
when they put those drops of paint on the water i thought they would sink .	WHEN PUT DROP PAINT WATER PT_PRO1 THINK SINK
but i am sure there was some in the tray .	BUT PT_PRO1 SURE HAVE PAINT TRAY INSIDE
yeah .	YEAH
beautiful it was delicious .	BEAUTIFUL DELICIOUS
you are so funny .	PT_PRO2 FUNNY VERY
would you like to do that .	DO PT_PRO2 WANT
it is stuck sally .	STUCK NS_SALLY
but it does not matter because i have got a really good idea .	NOT-MATTER BECAUSE PT_PRO1 HAVE IDEA GOOD
now what color capsicum would you like .	NOW CAPSICUM COLOR WHAT PT_PRO2 WANT
sally i am so excited i can not wait can we make it now .	NS_SALLY PT_PRO1 EXCITED PT_PRO1 CANNOT WAIT CAN MAKE NOW
perhaps she can have a look at your tree house door too .	MAYBE PT_PRO3 CAN LOOK PT_POSS2 TREE-HOUSE DOOR ALSO
you do .	PT_PRO2 HAVE
yeah let us watch .	YES PT_PRO1PL WATCH
the caterpillar is very small when it pops out .	CATERPILLAR VERY SMALL WHEN POP-OUT
but i have a very special job for you .	PT_PRO1 HAVE JOB SPECIAL PT_PRO2
sorry tracy possum loves food .	SORRY NS_TRACY POSSUM FOOD LOVE
smells good .	SMELL GOOD
the steam train .	STEAM TRAIN
your tree is here .	PT_POSS2 TREE LOCATION-HERE
skip i love your shed .	NS_SKIP PT_PRO1 LOVE PT_POSS2 SHED
just like my tree house sally .	SAME PT_POSS1 TREE-HOUSE NS_SALLY
yeah let us watch .	YES WATCH
hello .	HELLO
you have been working very hard have not you .	PT_PRO2 WORK HARD TRUE NOT-QUESTION
sally will be so happy that she left me in charge .	NS_SALLY HAPPY PT_PRO3 LEAVE PT_PRO1 CHARGE
you are a funny possum .	PT_PRO2 FUNNY POSSUM
do you know what to do with them .	KNOW DO FLOWER PT_PRO3PL WHAT
this one is mine but where is your pie sally .	PT_DEM3 PT_POSS1 WHERE PT_POSS2 PIE NS_SALLY
that oil is called lanolin .	PT_DEM3 OIL CALL LANOLIN
they are so clever watching them use their wings and flying around .	BIRD CLEVER WATCH WING FLY AROUND
but i do enjoy learning new things .	BUT PT_PRO1 ENJOY LEARN NEW THING
lovely .	LOVELY
having instructions makes it so much easier .	INSTRUCTION MAKE EASY MUCH
that is beautiful that is my tree .	PT_DEM3 BEAUTIFUL PT_DEM3 PT_POSS1 TREE
they are the weeds we had to pull out of the ground .	PT_DEM3 WEED PT_PRO1 PULL-OUT GROUND
sally is that the moon peeking over the horizon there .	NS_SALLY MOON PT_LOC PEEK HORIZON
but possum i thought you loved your treehouse .	BUT NS_POSSUM THINK PT_PRO2 LOVE PT_POSS2 TREEHOUSE
my friends are fun .	PT_POSS1 FRIEND FUN
that means the water can now flow straight into the water tank .	PT_DEM3 MEAN WATER NOW FLOW STRAIGHT INTO WATER TANK
i have got an idea i know i am gonna stretch .	PT_PRO1 IDEA HAVE KNOW STRETCH WILL
ok .	OK
ok that is enough .	OK FINISH ENOUGH
alright let us go .	ALRIGHT PT_PRO1PL GO
i will explain to you what we are going to do .	PT_PRO1 WILL EXPLAIN PT_PRO2 WHAT PT_PRO1PL GO DO
he usually comes in by himself .	PT_PRO3 USUALLY COME-IN SELF
i know it does sound funny possum but could you do that for me .	PT_PRO1 KNOW SOUND FUNNY POSSUM BUT PT_PRO2 CAN DO PT_PRO1 POSS1
sally you are right .	NS_SALLY PT_PRO2 RIGHT
yes i am feeling happy too possum .	YES PT_PRO1 HAPPY SAME NS_POSSUM
it is a bit different .	DIFFERENT BIT
you were so careful playing that game possum .	PT_PRO2 CAREFUL PLAY GAME NS_POSSUM
yes she taught me by using fruit .	YES PT_PRO3 TEACH PT_PRO1 FRUIT USE
i have seen something very strange .	PT_PRO1 SEE SOMETHING VERY STRANGE
possum i have noticed you love eating this muesli do not you .	POSSUM PT_PRO1 NOTICE PT_PRO2 LOVE EAT MUESLI DO-NOT PT_PRO2
i am sally .	PT_PRO1 NS_SALLY
hang on why do not you go have a look at the window over there .	WAIT WHY PT_PRO2 GO LOOK WINDOW PT_LOC
i do not know sally i wonder what will be there .	PT_PRO1 KNOW-NOT NS_SALLY PT_PRO1 WONDER WHAT FUTURE BE PT_LOC
once upon a time possum had a best friend .	ONCE UPON TIME POSSUM BEST FRIEND HAVE
would you like me to write fourteen or do you want to do it .	WRITE FOURTEEN OR PT_PRO2 DO
right we have got everything that we need .	PT_PRO1PL HAVE EVERYTHING NEED
sorry sally last night i thought it had rained .	SORRY NS_SALLY YESTERDAY NIGHT PT_PRO1 THINK RAIN
just put a question mark there .	PUT QUESTION-MARK
it is dissolving .	DISSOLVE HAPPENING
what shall we do next possum .	WHAT DO-NEXT NS_POSSUM
you look lovely .	PT_PRO2 LOOK LOVELY
i really enjoyed that .	PT_PRO1 ENJOY THAT
ok .	OK
no possum you have slept enough you can sleep another time .	NO POSSUM SLEEP ENOUGH PT_PRO2 SLEEP ANOTHER-TIME CAN
let us go .	GO PT_PRO1PL
yeah it was great .	YEAH GOOD
such a great day sally .	DAY GREAT NS_SALLY
great .	GREAT
ok what is next .	OKAY WHAT NEXT
hello .	HELLO
i love peas .	PT_PRO1 PEAS LOVE
is it because i have no friends .	BECAUSE PT_PRO1 HAVE-NOT FRIEND
look .	LOOK
that is very kind of you possum but i just do not think i will eat it now .	KIND VERY PT_PRO2 POSSUM BUT PT_PRO1 THINK-NOT PT_PRO1 EAT NOW
no sally .	NO NS_SALLY
for dessert .	DESSERT
but unfortunately she hurt her foot .	BUT UNFORTUNATE FOOT HURT
do they grow on trees like oranges and lemons .	EGG GROW TREE LIKE ORANGE LEMON
that looked like lots of fun .	PT_DEM3 LOOK FUN LOTS
can you please get some sticky tape so we can tape together .	GET STICKY-TAPE PLEASE SO TAPE TOGETHER QUESTION
wait there i will be right back .	WAIT PT_LOC PT_PRO1 WILL RETURN SOON
yes that looks good .	YES LOOK-GOOD
thank you so much sally .	THANK-YOU MUCH NS_SALLY
hello everyone .	HELLO MANY
what are these .	PT_DEM3 WHAT
today we are going to be reading and writing the words .	TODAY PT_PRO1PL READ WRITE WORD
i will not tell you yet sally .	PT_PRO1 WILL-NOT TELL PT_PRO2 YET NS_SALLY
you are funny possum .	PT_PRO2 FUNNY POSSUM
yes we can put some pineapple on .	YES PUT PINEAPPLE
i know hop .	KNOW HOP
hello everyone .	HELLO EVERYONE
well our time is up .	NOW PT_PRO1PL TIME FINISH
nine .	NINE
see you next time .	SEE PT_PRO2 NEXT TIME
that is great .	PT_DEM3 GREAT
yes .	YES
yes that is a good story but at the time you did not know it was jay who would left the box there .	YES THAT GOOD STORY BUT TIME THAT PT_PRO2 KNOW-NOT NS_JAY LEAVE BOX
do you know what else trees are good for .	YOU KNOW WHAT ELSE TREE GOOD FOR WHAT
the paper chains look beautiful and the balloons look amazing .	PAPER-CHAIN LOOK BEAUTIFUL BALLOON LOOK AMAZING
