text	gloss
that she will be ok .	PT_PRO3 OK WILL
lucky for her the possum was there to look after her .	LUCKY POSSUM PT_PRO3 CARE LOOK-AFTER
what a great story that was lovely .	STORY GREAT LOVELY THAT
sally do you feel better now .	NS_SALLY PT_PRO2 FEEL BETTER NOW
i do feel better .	PT_PRO1 FEEL BETTER
well then i am happy .	HAPPY
possum what are we having for lunch .	NS_POSSUM PT_PRO1PL EAT-LUNCH WHAT
i can make some sandwiches .	PT_PRO1 MAKE SANDWICH
while i am making those sandwiches why do not you write the story that i just told and then later i will draw some pictures to go with it .	PT_PRO1 MAKE SANDWICH WHILE PT_PRO2 WRITE STORY PT_PRO1 TELL FINISH THEN LATER PT_PRO1 DRAW PICTURE ADD
what a wonderful idea .	WONDERFUL IDEA
well our time is up .	TIME FINISH
thanks for watching .	THANK PT_PRO2 WATCH
do not worry i will look after sally .	PT_PRO1 LOOK-AFTER NS_SALLY WORRY-NOT
how lovely .	LOVELY
see you next time .	SEE PT_PRO2 NEXT-TIME
bye .	BYE
bye .	BYE
right here you go sally .	HERE PT_PRO3 NS_SALLY
hello .	HELLO
look .	LOOK
look .	LOOK
i am sally .	PT_PRO1 NS_SALLY
i am possum .	PT_PRO1 NS_POSSUM
hello .	HELLO
hello .	HELLO
hello everyone .	HELLO EVERYONE
good morning .	GOOD MORNING
today is a very special day because we are making pancakes .	TODAY SPECIAL DAY PANCAKE MAKE-ING BECAUSE PT_PRO1PL PANCAKE MAKE
i am so excited .	PT_PRO1 EXCITED VERY
sally makes the most delicious pancakes ever .	NS_SALLY PANCAKE MAKE DELICIOUS MOST EVER
but unfortunately we do not get to have them every day .	BUT UNFORTUNATELY PANCAKE HAVE-NOT EVERY DAY
well and you know what .	WELL PT_PRO2 KNOW WHAT
sally is not making the pancakes today .	NS_SALLY TODAY PANCAKE MAKE-NOT
i am .	PT_PRO1
i have been watching sally and now i know how to make pancakes myself .	PT_PRO1 NS_SALLY WATCH FINISH NOW PT_PRO1 PANCAKE MAKE HOW KNOW
right i know to start off i need a mixture then i pour that mixture out and then comes my favourite part .	RIGHT START NEED MIXTURE THEN MIXTURE POUR-OUT THEN FAVOURITE PART COME
the flipping .	FLIP
but sometimes i see sally using a special thing to turn the pancakes .	BUT SOMETIMES PT_PRO1 NS_SALLY SEE SPECIAL THING PANCAKE TURN USE
right before i go in i need to practise flipping .	RIGHT BEFORE GO FLIP PRACTISE NEED
i know .	PT_PRO1 KNOW
this one .	PT_DEM3
good morning everyone .	GOOD MORNING EVERYONE
i wonder what possum is up to .	PT_PRO1 WONDER POSSUM UP-TO WHAT
he has got his cricket bat but he is got my cushions out here too .	PT_PRO3 HAVE CRICKET-BAT BUT PT_PRO3 HAVE PT_POSS1 CUSHION OUT HERE ALSO
i do not think he is going to be playing cricket .	PT_PRO1 NOT THINK PT_PRO3 WILL PLAY CRICKET
usually he has his ball tied to a string off the tree .	USUALLY PT_PRO3 HAVE PT_POSS3 BALL TIE STRING TREE
hi possum .	HI POSSUM
hi sally .	HI NS_SALLY
are you having fun .	PT_PRO2 ENJOY FUN
yes i am .	YES PT_PRO1 ENJOY
what are you doing possum .	WHAT PT_PRO2 DO POSSUM
well today is a very special day i need to practise .	TODAY SPECIAL-DAY PT_PRO1 NEED PRACTISE
are you going to play cricket .	PT_PRO2 WILL PLAY CRICKET
no .	NO
i am making pancakes .	PT_PRO1 MAKE PANCAKE
i need to practise flipping them .	PT_PRO1 NEED PRACTISE FLIP PT_PRO3PL
i know you would love to flip those pancakes .	PT_PRO1 KNOW PT_PRO2 LOVE FLIP PANCAKE PT_PRO3PL
yeah watch this .	YEAH WATCH PT_PRO1
you are very good .	PT_PRO2 GOOD VERY
possum if that was a real pancake do you know what would have happened .	POSSUM IF PT_DEM3 REAL PANCAKE PT_PRO2 KNOW WHAT HAPPEN
you would have flipped it so high that it would have flipped on the ground .	PT_PRO2 FLIP PT_PRO3 HIGH SO FLIP GROUND
sally watch me .	NS_SALLY WATCH PT_PRO1
you are funny .	PT_PRO2 FUNNY
pancakes are not big and round they are flat .	PANCAKE MANY BIG ROUND-SHAPE NOT FLAT
you are funny .	PT_PRO2 FUNNY
come on sally .	COME NS_SALLY
that way .	PT_DEM3 WAY
that was fun .	PT_DEM3 FUN
you are just like a big pancake are not you possum .	PT_PRO2 SAME BIG PANCAKE PT_PRO2 POSSUM
well why do not we tidy up here go inside the kitchen and actually make some real pancakes .	WHY NOT TIDY-UP HERE KITCHEN COME PANCAKE REAL MAKE
yeah let us go .	COME PT_PRO1PL
have we remembered everything we need possum .	EVERYTHING READY POSSUM
great but there is one more thing .	BUT ONE MORE THING
can you remember every time we have made something there is something we do beforehand .	EVERY-TIME MAKE SOMETHING BEFORE ALWAYS DO
i know wash my hands .	PT_PRO1 KNOW HAND WASH
that is right .	RIGHT
ok sally it is very important to wash your hands before you cook to make sure they are nice and clean .	OK NS_SALLY IMPORTANT HAND WASH BEFORE COOK CLEAN NICE
yes you are right possum we have got everything ready but before we do anything why do not we watch children making some pikelets .	YES PT_PRO2 RIGHT POSSUM READY BUT BEFORE PIKELET WATCH CHILD MAKE
they look just like pancakes .	PANCAKE SAME LOOK
let us watch .	WATCH
that looked great .	GREAT LOOK
they were delicious .	DELICIOUS
all those little pikelets and the fruit and healthy toppings they looked so delicious .	PIKELET MANY FRUIT HEALTHY TOPPING DELICIOUS LOOK
yes are we going to make some .	YES WILL-GO MAKE SOME
yes i want to make them can i flip them too .	YES WANT MAKE THEM CAN FLIP THEM ALSO
yes we have to get the recipe out .	YES HAVE GET RECIPE OUT
what else do we need possum .	WHAT ELSE NEED NS_POSSUM
i know sally hold on .	KNOW NS_SALLY WAIT
i wonder where he is going .	WONDER WHERE GO
you look lovely .	PT_PRO2 LOOK LOVELY
now you are ready to be a cook .	NOW PT_PRO2 READY COOK
you look like a chef are you ready .	PT_PRO2 LOOK LIKE CHEF READY
yes alright let us put it all in now .	YES ALRIGHT PUT ALL IN NOW
no possum we can not just throw it all in together .	NO NS_POSSUM CAN-NOT THROW ALL IN TOGETHER
it might not taste very good it might ruin it .	MIGHT-NOT TASTE GOOD MIGHT RUIN
we need to follow the recipe and follow the instructions step by step so we know how much of each thing to put in there ok .	MUST FOLLOW RECIPE FOLLOW INSTRUCTION STEP STEP KNOW MUCH EACH THING PUT IN OK
ok .	OK
what does the recipe say first .	RECIPE SAY FIRST WHAT
we need three eggs .	NEED THREE EGG
right what is next .	RIGHT WHAT NEXT
i know the milk and the flour put it all in .	KNOW MILK FLOUR PUT ALL IN
no not just yet .	NO NOT-YET
possum we need to measure and see how much milk we need .	NS_POSSUM MUST MEASURE SEE MUCH MILK NEED
we need the jug the measuring jug .	PT_PRO1PL NEED JUG MEASURE-JUG
we need two hundred and fifty ml .	PT_PRO1PL NEED TWO-HUNDRED-FIFTY ML
there just a bit more .	THERE LITTLE-BIT MORE
we need the flour .	PT_PRO1PL NEED FLOUR
i have got the flour here .	PT_PRO1 HAVE FLOUR HERE
we need one hundred and twentyfive grams ok .	PT_PRO1PL NEED ONE-HUNDRED-TWENTY-FIVE GRAM OK
now we need to mix it together into a nice liquid mixture .	NOW PT_PRO1PL NEED MIX TOGETHER NICE LIQUID MIXTURE
it looks ready possum .	PT_DEM3 LOOK READY
let us go to the stove .	PT_PRO1PL GO STOVE
ok .	OK
now be very careful it is very hot ok .	NOW CAREFUL VERY HOT OK
only hold it by the handle do not touch the pan .	HOLD HANDLE-ONLY NOT TOUCH PAN
that could be hot enough i am not sure .	PT_DEM3 MAYBE HOT ENOUGH PT_PRO1 NOT SURE
i will get some water on it to test .	PT_PRO1 GET WATER TEST
you see how it is sizzling .	PT_PRO2 SEE HOT SIZZLE
i see it .	PT_PRO1 SEE PT_DEM3
that means it is hot enough we need some butter .	PT_DEM3 MEAN HOT ENOUGH PT_PRO1PL NEED BUTTER
great .	GOOD
the underside is starting to cook .	BOTTOM START COOK
can you see that .	PT_PRO2 SEE PT_DEM3
sally are you going to flip it .	NS_SALLY PT_PRO2 GOING FLIP PT_DEM3
not yet possum you need to turn it over first .	NOT-YET POSSUM PT_PRO2 NEED TURN-OVER FIRST
looks great .	LOOK GREAT
now we need to let the underside go brown too .	NOW PT_PRO1PL NEED LET UNDERSIDE BROWN
ok .	OK
now what are we going to do can i flip it .	NOW WHAT PT_PRO1PL GOING DO FLIP PT_DEM3
no i will go first i will show you how its done .	NO PT_PRO1 GOING-FIRST PT_PRO1 SHOW PT_PRO2 HOW DONE
ok .	OK
try again .	TRY AGAIN
you need to do it harder than that .	PT_PRO2 NEED DO HARD MORE
it is stuck to the ceiling possum .	PT_DEM3 STUCK CEILING POSSUM
sally can i have another go .	NS_SALLY PT_PRO1 CAN HAVE ANOTHER-GO
yes try another one .	YES TRY ANOTHER-ONE
yes i did it finally .	YES PT_PRO1 FINISH FINALLY
yes .	YES
you are getting so much better at this .	PT_PRO2 GET BETTER BETTER PT_DEM3
yeah hold on .	YEAH HOLD-ON
it looks great should we eat it .	PT_DEM3 LOOK GREAT EAT PT_DEM3
yes please .	YES PLEASE
they are delicious sally and they taste even better because i made them .	PT_PRO3PL DELICIOUS NS_SALLY PT_PRO3PL TASTE BETTER BECAUSE PT_PRO1 MAKE
you are right possum .	PT_PRO2 RIGHT NS_POSSUM
but when we have finished eating do you know what we need to do .	FINISH EAT PT_PRO2 KNOW WHAT DO-NOT
what is that .	PT_DEM3 WHAT
we need to get rid of all of the pancakes in the kitchen .	PANCAKE ALL KITCHEN GET-RID
they need to be cleaned up .	CLEAN-UP NEED
i am sorry sally .	PT_PRO1 SORRY NS_SALLY
it does not matter possum .	MATTER-NOT NS_POSSUM
well our time is up .	TIME FINISH
thanks for watching .	THANKS WATCH
see you next time .	SEE-YOU NEXT TIME
bye .	BYE
bye .	BYE
hello .	HELLO
look .	LOOK
look .	LOOK
i am sally .	PT_PRO1 SALLY
i am possum .	PT_PRO1 POSSUM
hello .	HELLO
hello .	HELLO
hello everyone .	HELLO EVERYONE
see all the cards on the table here .	SEE ALL CARDS TABLE PT_LOC HERE
i am actually making a house of cards .	PT_PRO1 MAKE HOUSE CARDS
i better get it completed before possum comes in .	PT_PRO1 FINISH BEFORE POSSUM COME-IN
i know he would love to help and it is very kind of him to want to but when he gets excited he does not tend to be very careful and can sometimes make a mess .	PT_PRO1 KNOW PT_PRO3 WANT HELP VERY KIND BUT WHEN PT_PRO3 EXCITED PT_PRO3 CAREFUL-NOT CAN MESS
he needs to learn to be careful and gentle .	PT_PRO3 NEED LEARN CAREFUL GENTLE
hello everyone .	HELLO EVERYONE
has anyone seen my notebook .	ANYONE SEE PT_POSS1 NOTEBOOK
hang on .	WAIT
there it is i found it .	PT_DEM3 PT_PRO1 FIND
see here .	SEE PT_LOC
it says tree .	SAY TREE
i love my tree .	PT_PRO1 LOVE PT_POSS1 TREE
before when sally was not around i just slept all day and wasted my time .	BEFORE NS_SALLY NOT-PRESENT PT_PRO1 SLEEP ALL-DAY WASTE TIME
but now that sally is here i get so excited to wake up because there is so much to learn .	NOW NS_SALLY HERE PT_PRO1 EXCITED WAKE-UP BECAUSE MUCH LEARN
i need to learn it all so very quickly .	PT_PRO1 NEED LEARN ALL QUICK QUICK
i want to learn everything now .	PT_PRO1 WANT LEARN EVERYTHING NOW
the bike .	BIKE
look it says bike .	SAY BIKE
i love this bike .	PT_PRO1 LOVE PT_DEM3 BIKE
careful possum careful .	CAREFUL POSSUM CAREFUL
sally look my book .	NS_SALLY LOOK PT_POSS1 BOOK
i need a drink of water .	PT_PRO1 NEED DRINK WATER
be careful .	CAREFUL
hold on possum calm down .	HOLD-ON NS_POSSUM CALM DOWN
just take some breaths slow down .	TAKE BREATH SLOW DOWN
you have spilt the water but it does not matter .	PT_PRO2 SPILL WATER BUT NOT MATTER
luckily it is a plastic cup not a glass cup and it has not broken .	LUCKY PLASTIC CUP NOT GLASS CUP NOT BREAK
you need to get a sponge and soak up the water ok .	PT_PRO2 NEED GET SPONGE SOAK-UP WATER OK
what .	WHAT
possum just stop .	NS_POSSUM STOP
be careful .	CAREFUL
children need to be careful too at home and at school .	CHILDREN NEED CAREFUL HOME SCHOOL
why do not we watch some children being very careful with their art .	WHY NOT WATCH CHILDREN CAREFUL ART WHAT
let us watch .	WATCH
yeah let us watch .	WATCH
sally .	NS_SALLY
those children were being very careful .	CHILDREN CAREFUL WORK-ART
yes .	YES
did you see how they were working carefully and taking lots of extra care with their art .	PT_PRO2 SEE CAREFUL WORK-ART CARE EXTRA
sally i can be like that too .	NS_SALLY PT_PRO1 CAN CAREFUL WORK-ART
watch .	WATCH
sally carefully .	NS_SALLY CAREFUL
great .	GREAT
you are funny possum you really are .	PT_PRO2 FUNNY POSSUM PT_PRO2 REALLY FUNNY
i know you are always very careful though .	PT_PRO1 KNOW PT_PRO2 ALWAYS VERY CAREFUL BUT
but that has reminded me of a lovely game we can play .	THAT REMIND PT_PRO1 LOVELY GAME PT_PRO1PL CAN PLAY
we must be very careful when we play .	PT_PRO1PL MUST VERY CAREFUL WHEN PLAY
sally while you get the game i will make a cup of tea .	NS_SALLY WHILE PT_PRO2 GET GAME PT_PRO1 MAKE CUP TEA
possum do you need me to remind you to be careful .	NS_POSSUM PT_PRO2 NEED PT_PRO1 REMIND PT_PRO2 CAREFUL
i think you know how to be careful around hot water do not you .	PT_PRO1 THINK PT_PRO2 KNOW HOW CAREFUL AROUND HOT WATER NOT
yes i do .	YES PT_PRO1 DO
ok you get that i will get the game .	OKAY PT_PRO2 GET THAT PT_PRO1 GET GAME
careful sally .	CAREFUL NS_SALLY
right perfect .	RIGHT PERFECT
you were very careful assembling that were not you .	PT_PRO2 CAREFUL ASSEMBLE THAT NOT
so this is the wooden game i was telling you about .	THIS WOODEN GAME PT_PRO1 TELL PT_PRO2 ABOUT
it is a great game .	GREAT GAME
what we need to do is we take one of the pieces from the bottom and put it on the top and if it does not fall over then it is my turn .	PT_PRO1PL NEED DO TAKE ONE PIECE BOTTOM PUT TOP IF NOT FALL-OVER THEN PT_PRO1 TURN
then we take turns until it falls over and whoever makes it fall over loses ok .	THEN PT_PRO1PL TAKE-TURNS UNTIL FALL-OVER WHOEVER MAKE FALL-OVER LOSE OKAY
great are we ready .	GREAT PT_PRO1PL READY
my turn .	PT_POSS1 TURN
now it is my turn .	NOW PT_POSS1 TURN
yep it is your turn .	YES PT_POSS2 TURN
you lose .	PT_PRO2 LOSE
let us do it again .	AGAIN DO
great .	GREAT
perfect .	PERFECT
my turn .	PT_POSS1 TURN
perfect i am first .	PERFECT PT_PRO1 FIRST
no i am first .	NO PT_PRO1 FIRST
good .	GOOD
careful .	CAREFUL
careful .	CAREFUL
i win .	PT_PRO1 WIN
yes i lost this one .	YES PT_PRO1 LOSE THAT-ONE
but it was a good game was not it .	BUT GOOD GAME NOT-SO
i do love it .	PT_PRO1 LOVE
how lovely .	LOVELY
now i am going to have that cup of tea that you made me .	NOW PT_PRO1 HAVE CUP TEA PT_POSS2 MAKE PT_PRO1
you were so careful playing that game possum .	PT_PRO2 CAREFUL PLAY GAME NS_POSSUM
it was great .	GREAT FINISH_GOOD
this is a lovely cup of tea thank you so much .	CUP TEA LOVELY PT_DET THANK-YOU MUCH
you are welcome .	WELCOME
you really are a caring possum to make me this tea and that just shows me that you really do care about me .	POSSUM PT_PRO2 CARE PERSON MAKE PT_PRO1 TEA PT_DEM3 SHOW PT_PRO1 PT_PRO2 CARE PT_PRO1
yes i really do care about you but i also am very careful and care about everything else but sometimes i get a little bit too excited and forget to be careful .	YES PT_PRO1 CARE PT_PRO2 BUT ALSO CAREFUL CARE EVERYTHING BUT SOMETIMES PT_PRO1 EXCITED LITTLE-BIT FORGET CAREFUL
possum this morning you were so excited .	POSSUM THIS-MORNING PT_PRO2 EXCITED
why .	WHY
see .	SEE
do you remember .	PT_PRO2 REMEMBER
you put the word in .	PT_PRO2 PUT WORD
yes .	YES
look .	LOOK
tree and bike .	TREE BIKE
i love learning those words .	PT_PRO1 LOVE LEARN WORD-THOSE
you have written them down for me and that gets me excited .	PT_PRO2 WRITE DOWN PT_PRO1 PT_DEM3 EXCITED PT_PRO1
i just want to learn all sorts of different words now .	PT_PRO1 WANT LEARN WORD DIFFERENT MANY
this is definitely a very good way to learn possum .	PT_DEM3 GOOD WAY LEARN POSSUM
do you want to learn some more words .	PT_PRO2 WANT LEARN WORD MORE
yes .	YES
hold on .	WAIT
look .	LOOK
a spoon .	SPOON
lovely .	LOVELY
sally can you write the word down please .	NS_SALLY WRITE WORD DOWN PLEASE
yes it is a spoon .	YES SPOON
great .	GREAT
sally where are those cards .	NS_SALLY CARD WHERE
over here .	PT_LOC HERE
good cause i need them .	GOOD NEED PT_PRO3
i need to make a house of cards .	HOUSE CARD MAKE NEED PT_PRO1
you can try .	TRY CAN PT_PRO2
it is very hard to do though .	HARD VERY DO NOT-EASY
you will need to be very very careful when you are building it .	BUILD CAREFUL VERY VERY NEED PT_PRO2 WHEN
i know .	KNOW PT_PRO1
ok bye .	OK BYE
ok see you .	OK SEE PT_PRO2
it is going to be hard .	HARD FUTURE
i need the top .	TOP NEED PT_PRO1
look .	LOOK
that is great .	GREAT PT_DEM3
sally .	NS_SALLY
be careful .	CAREFUL
you are always careful sally .	PT_PRO2 CAREFUL ALWAYS
but why were not you careful now .	BUT WHY PT_PRO2 CAREFUL-NOT NOW
i think someone has been a bit careless and left things on the ground .	PT_PRO1 THINK SOMEONE CARELESS LEAVE THING GROUND
i will remember to be more careful and watch where i am going .	PT_PRO1 WILL REMEMBER CAREFUL MORE WATCH WHERE PT_PRO1 GO
great .	GREAT
you must have been very careful building this .	PT_PRO2 MUST CAREFUL BUILD
yes i was very careful .	YES PT_PRO1 CAREFUL VERY
that is brilliant possum .	PT_DEM3 BRILLIANT POSSUM
well i think we need to carefully tidy up the yard .	WELL PT_PRO1 THINK PT_PRO1PL NEED TIDY CAREFUL YARD
sally .	NS_SALLY
does that mean you are gonna say our time is up .	PT_DEM3 MEAN PT_PRO2 TIME FINISH
why yes our time is up .	YES TIME FINISH PT_PRO1PL
thanks for watching .	THANKS WATCH
see you next time .	SEE PT_PRO2 NEXT-TIME
bye .	BYE
bye .	BYE
sally look .	NS_SALLY LOOK
hello .	HELLO
look .	LOOK
look .	LOOK
i am sally .	PT_PRO1 NS_SALLY
i am possum .	PT_PRO1 NS_POSSUM
hello .	HELLO
hello .	HELLO
hello everyone .	HELLO EVERYONE
i just finished my painting .	PT_PRO1 FINISH PAINT PT_POSS1
i love painting .	PT_PRO1 LOVE PAINT
it is a wonderful way to relax and destress .	WONDERFUL WAY RELAX DESTRESS
it helps me to think about all the different shades of the colours and the shapes that are made .	HELP PT_PRO1 THINK COLOUR SHADE DIFFERENT SHAPE MAKE
i wonder where possum is .	PT_PRO1 WONDER WHERE NS_POSSUM
here he is .	HERE PT_PRO3
hello possum .	HELLO NS_POSSUM
hi sally .	HELLO NS_SALLY
i have not seen you since breakfast possum .	PT_PRO1 SEE-NOT PT_PRO2 BREAKFAST SINCE NS_POSSUM
i have been very busy .	PT_PRO1 BUSY VERY
what have you been busy doing .	PT_PRO2 BUSY DO WHAT
preparing for possum school .	PREPARE POSSUM SCHOOL
possum school is that far away .	POSSUM SCHOOL FAR PT_LOC
no you know where it is it is just out there .	NO PT_PRO2 KNOW WHERE PT_DEM3 PT_LOC OUT-THERE
sally are you using the easel .	NS_SALLY PT_PRO2 USE EASEL
i was using it .	PT_PRO1 USE PT_DEM3
luckily i am finished .	LUCKY PT_PRO1 FINISH
could i borrow it .	PT_PRO1 BORROW PT_DEM3 CAN
yes of course you can borrow it .	YES COURSE PT_PRO2 CAN BORROW PT_DEM3
this is a beautiful painting .	PT_DEM3 BEAUTIFUL PAINTING
thank you .	THANK-YOU
look at the sky and the clouds and the trees .	LOOK SKY CLOUD TREE
the trees again and the clouds and the sky .	TREE CLOUD SKY
thank you possum .	THANK-YOU NS_POSSUM
you know when you look in a mirror and you see your reflection .	PT_PRO2 KNOW WHEN PT_PRO2 LOOK MIRROR PT_PRO2 SEE PT_REFL2 REFLECTION
it is the same as this .	PT_DEM3 SAME PT_DEM3
here have a look .	HERE LOOK
the water acts like a mirror and the image is reflected .	WATER MIRROR WORK IMAGE REFLECT
see the trees are reflected in the water then the clouds are reflected and the sky is reflected .	TREE REFLECT WATER CLOUD REFLECT SKY REFLECT
it is a pattern .	PT_DEM3 PATTERN
yeah you are right sally look .	YES PT_PRO2 RIGHT NS_SALLY LOOK
the blue the white the green green again then white and blue .	BLUE WHITE GREEN GREEN WHITE BLUE
